title,content,url,sub_title,year
Evaluation of variant calling tools for large plant genome re-sequencing,"Discovering single nucleotide polymorphisms (SNPs) from agriculture crop genome 
sequences has been a widely used strategy for developing genetic markers for several 
applications including marker-assisted breeding, population diversity studies for eco-geographical …",https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-020-03704-1,"Z Yao, FM You, A N'Diaye… - BMC …, 2020 - bmcbioinformatics.biomedcentral …",2020
Selecting Superior De Novo Transcriptome Assemblies: Lessons Learned by Leveraging the Best Plant Genome,"… The authors gratefully acknowledge partial funding for this project through NSF Plant 
Genome awards DBI-0638595 and IOS-0922742 (to CWD, JHL, NSA, and others), and DBI-0701748 
and DBI-1238057 (to CWD and others), and the Intercollege Graduate Program in Plant …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0146062,"LA Honaas, EK Wafula, NJ Wickett, JP Der, Y Zhang… - PloS one, 2016 - journals.plos.org",2016
MIPSPlantsDB—plant database resource for integrative and comparative plant genome research,"… Genome-oriented plant research delivers rapidly increasing amount of plant genome data. 
Comprehensive and structured information … and communicate genome and associated 
analytical data for model organisms as well as for crops. The increase in available plant genomic …",https://academic.oup.com/nar/article-abstract/35/suppl_1/D834/1112620,"M Spannagl, O Noubibou, D Haase… - Nucleic Acids …, 2007 - academic.oup.com",2007
Plant genome annotation methods,"… as well as an understanding of gene and genome evolution. With the increasing 
availability of plant genome sequence data, the value of … Subsequent to the submission of 
this chapter, rice genome project at TIGR moved to Michigan State University (new URL http://rice.…",https://link.springer.com/protocol/10.1007/978-1-59745-427-8_14,"S Ouyang, F Thibaud-Nissen, KL Childs, W Zhu… - Plant Genomics, 2009 - Springer",2009
Plant genome evolution: lessons from comparative genomics at the DNA level,"… Angiosperm genomes show tremendous variability in genome size and chromosome 
number. Nevertheless, comparative genetic … plant species. Duplications and subsequent 
gene loss have been identified as a particular important factor in the evolution of plant genomes. …",https://link.springer.com/chapter/10.1007/978-94-010-0448-0_2,"R Schmidt - Functional Genomics, 2002 - Springer",2002
Plant genome duplication database,"… - or interplant genome alignment information. At present, PGDD contains information for 47 
plants whose genome sequences have been released. Here, we describe methods for 
identification and estimation of dates of genome duplication and speciation by functions of PGDD. …",https://link.springer.com/protocol/10.1007/978-1-4939-6658-5_16,"TH Lee, J Kim, JS Robertson, AH Paterson - Plant Genomics Databases, 2017 - Springer",2017
Toward a functional catalog of the plant genome. A survey of genes for lipid biosynthesis,"… focused on plant glycerolipid synthesis. Public databases were searched for sequences 
corresponding to 65 plant polypeptides involved in … The large number (>165,000) of plant 
ESTs also provides an opportunity to perform “digital northern” comparisons of gene expression …",https://academic.oup.com/plphys/article-abstract/122/2/389/6085379,"S Mekhedov, OM de Ilárduya, J Ohlrogge - Plant physiology, 2000 - academic.oup.com",2000
"Whitefly (Bemisia tabaci) genome project: analysis of sequenced clones from egg, instar, and adult (viruliferous and non-viruliferous) cDNA libraries","… plants because of its specialized feeding in the phloem, and to its ability to serve as a vector 
of plant viruses. Among the most important plant viruses to be transmitted by B. tabaci are 
those in the genus Begomovirus (family, Geminiviridae). Surprisingly, little is known about the …",https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-7-79,"D Leshkowitz, S Gazit, E Reuveni… - BMC …, 2006 - bmcgenomics.biomedcentral.com",2006
Plant genome analysis: the state of the art,"… Our understanding of plant genome evolution has greatly advanced by comparative 
mapping and genomic sequencing in different … with the same Arabidopsis genome segment. 
These structurally conserved genome segments may encode core functions of a plant genome. …",https://www.sciencedirect.com/science/article/pii/S0074769605470059,"C Gebhardt, R Schmidt, K Schneider - International review of cytology, 2005 - Elsevier",2005
Plant genome size research: a field in focus,"… It also highlights a few overarching issues with wide biological impact or interest, including 
(1) the need to unify terminology relating to C-value and genome size, (2) the ongoing quest 
for accurate gold standards for accurate plant genome size estimation, (3) how knowledge of …",https://academic.oup.com/aob/article-abstract/95/1/1/198410,"MD Bennett, IJ Leitch - Annals of botany, 2005 - academic.oup.com",2005
"PlantGDB, plant genome database and analysis tools","… There are several prominent public databases that provide access to plant genome data. 
These include general repositories, such as … For example, PlantGDB includes EST clusters 
and assemblies for all major plant species [similar to the TIGR gene indices ( 17 ) available for …",https://academic.oup.com/nar/article-abstract/32/suppl_1/D354/2505205,"Q Dong, SD Schlueter, V Brendel - Nucleic acids research, 2004 - academic.oup.com",2004
The human genome project: big science transforms biology and medicine,"… , including microbiology, virology, infectious disease and plant biology. Moreover, deeper 
knowledge of human … Genome Project has inspired subsequent large-scale data acquisition 
initiatives such as the International HapMap Project, 1000 Genomes, and The Cancer Genome …",https://link.springer.com/article/10.1186/gm483,"L Hood, L Rowen - Genome medicine, 2013 - Springer",2013
Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana,"… The plant Arabidopsis thaliana (Arabidopsis) has become an important model species for 
the study of many aspects of plant biology 1 . The relatively small size of the nuclear genome 
and the availability of extensive physical maps of the five chromosomes 2,3,4 provide a …",https://www.nature.com/articles/35140,"…, N Chalwatzis, EU Arabidopsis Genome Project - Nature, 1998 - nature.com",1998
MIPS Arabidopsisthaliana Database (MAtDB): an integrated biological knowledge resource based on the first complete plant genome,"… Arabidopsisthaliana is the first plant for which the complete genome … plant. The MIPS 
Arabidopsisthaliana Database (MAtDB; http://mips.gsf.de/proj/thal/db) started out as a repository 
for genome sequence data in the European Scientists Sequencing Arabidopsis (ESSA) project …",https://academic.oup.com/nar/article-abstract/30/1/91/1332000,"H Schoof, P Zaccaria, H Gundlach… - Nucleic Acids …, 2002 - academic.oup.com",2002
Plant genome editing database (PGED): a call for submission of information about genome-edited plant mutants,"… project, users can browse the list of genes and plant mutants only for the selected project. 
Alternatively, users can directly search for genes of interest in any plant … Use of CRISPR systems 
in plant genome editing: toward new opportunities in agriculture. Emerging Topics Life Sci. …",https://www.sciencedirect.com/science/article/am/pii/S1674205219300048,"Y Zheng, N Zhang, GB Martin, Z Fei - Molecular plant, 2019 - Elsevier",2019
Chromosome genomics uncovers plant genome organization and function,"… Chromosome genomics contributes to plant genome sequencing and gene cloning. … to 
advancements in plant genome analysis and gene cloning, and outlines future directions. … 2) 
and outlines their contribution to advancements in plant genome analysis and gene cloning (Fig. )…",https://www.sciencedirect.com/science/article/pii/S0734975020301610,"J Zwyrtková, H Šimková, J Doležel - Biotechnology advances, 2021 - Elsevier",2021
"Genetic dissection of seedling vigour in a diverse panel from the 3,000 Rice (Oryza sativa L.) Genome Project","Seedling vigour (SV) is important for direct seeding rice (Oryza sativa L.), especially in a 
paddy-direct seeding system, but the genetic mechanisms behind the related traits remain largely 
unknown. Here, we used 744 germplasms, having at least two subsets, for the detection of …",https://www.nature.com/articles/s41598-019-41217-x,"K Chen, Q Zhang, CC Wang, ZX Liu, YJ Jiang… - Scientific reports, 2019 - nature.com",2019
Long-read sequencing uncovers the adaptive topography of a carnivorous plant genome,"… , the humped bladderwort plant, Utricularia gibba, has the smallest reliably assembled 
flowering plant genome. We generated an updated genome assembly based on single-molecule 
sequencing to address questions regarding the bladderwort’s genome adaptive landscape. …",https://www.pnas.org/content/114/22/E4435.short,"T Lan, T Renner, E Ibarra-Laclette… - Proceedings of the …, 2017 - National Acad Sciences",2017
The genome of Arabidopsis thaliana,"… , and small genome sizethat recommend it as the model for a plant genome project. The 
current status of the genetic and physical maps, as well as efforts to sequence the genome, are 
presented… The importance of the Arabidopsis project for plant biology in general is discussed. …",https://www.pnas.org/content/92/24/10831.short,"HM Goodman, JR Ecker… - Proceedings of the …, 1995 - National Acad Sciences",1995
